"386","15481","11765","3"
"389","11765","15481","3"
"540","15557","11671","3"
"543","15557","15558","6"
"544","15557","11932","3"
"575","11414","11208","3"
"576","11414","13993","3"
"577","11208","11414","3"
"578","11208","13993","3"
"757","11435","15560","3"
"758","11435","15020","3"
"759","11435","15023","3"
"760","11435","15028","3"
"761","11435","11428","3"
"762","11435","11429","3"
"763","11435","11430","3"
"764","11435","11448","3"
"834","10289","11932","4"
"835","10289","14056","4"
"874","11612","15550","4"
"875","11612","11935","4"
"1007","10039","13855","11"
"1008","10039","14047","11"
"1009","10039","10025","11"
"1770","14136","13949","4"
"1771","14136","14137","4"
"3198","14129","14736","4"
"3199","14129","14722","4"
"3200","14129","14725","4"
"3201","14129","14730","4"
"3202","14129","14728","4"
"3203","14129","14008","4"
"3287","11209","11137","4"
"3288","11209","6085","4"
"4951","11234","11233","5"
"4952","11234","11236","5"
"4954","11234","11213","5"
"4955","11234","10905","5"
"4956","11234","10605","5"
"4957","11234","10936","5"
"4958","11234","10603","5"
"4959","11234","10674","5"
"4960","11234","15461","5"
"4961","11234","6285","5"
"4962","11234","11196","5"
"4963","11234","11197","5"
"4964","11234","11198","5"
"4965","11234","11085","5"
"4966","11234","11191","5"
"4967","11234","11190","5"
"4968","11234","11047","5"
"5046","10605","11233","5"
"5047","10605","11234","5"
"5048","10605","11236","5"
"5050","10605","11213","5"
"5051","10605","10905","5"
"5052","10605","10936","5"
"5053","10605","10603","5"
"5054","10605","10674","5"
"5055","10605","15461","5"
"5056","10605","6285","5"
"5057","10605","11196","5"
"5058","10605","11197","5"
"5059","10605","11198","5"
"5060","10605","11085","5"
"5061","10605","11191","5"
"5062","10605","11190","5"
"5063","10605","11047","5"
"5103","10674","11233","5"
"5104","10674","11234","5"
"5105","10674","11236","5"
"5107","10674","11213","5"
"5108","10674","10905","5"
"5109","10674","10605","5"
"5110","10674","10936","5"
"5111","10674","10603","5"
"5112","10674","15461","5"
"5113","10674","6285","5"
"5114","10674","11196","5"
"5115","10674","11197","5"
"5116","10674","11198","5"
"5117","10674","11085","5"
"5118","10674","11191","5"
"5119","10674","11190","5"
"5120","10674","11047","5"
"5160","11196","11233","5"
"5161","11196","11234","5"
"5162","11196","11236","5"
"5164","11196","11213","5"
"5165","11196","10905","5"
"5166","11196","10605","5"
"5167","11196","10936","5"
"5168","11196","10603","5"
"5169","11196","10674","5"
"5170","11196","15461","5"
"5171","11196","6285","5"
"5172","11196","11197","5"
"5173","11196","11198","5"
"5174","11196","11085","5"
"5175","11196","11191","5"
"5176","11196","11190","5"
"5177","11196","11047","5"
"5274","11047","11233","5"
"5275","11047","11234","5"
"5276","11047","11236","5"
"5278","11047","11213","5"
"5279","11047","10905","5"
"5280","11047","10605","5"
"5281","11047","10936","5"
"5282","11047","10603","5"
"5283","11047","10674","5"
"5284","11047","15461","5"
"5285","11047","6285","5"
"5286","11047","11196","5"
"5287","11047","11197","5"
"5288","11047","11198","5"
"5289","11047","11085","5"
"5290","11047","11191","5"
"5291","11047","11190","5"
"93593","14109","10410","2"
"93684","15453","10906","3"
"93685","15453","10907","3"
"93686","15453","15454","3"
"93687","15453","10905","3"
"93688","15454","10906","3"
"93689","15454","10907","3"
"93690","15454","15453","3"
"93691","15454","10905","3"
"93692","10905","11233","5"
"93693","10905","11234","5"
"93694","10905","11236","5"
"93696","10905","11213","5"
"93697","10905","10605","5"
"93698","10905","10936","5"
"93699","10905","10603","5"
"93700","10905","10674","5"
"93701","10905","15461","5"
"93702","10905","6285","5"
"93703","10905","11196","5"
"93704","10905","11197","5"
"93705","10905","11198","5"
"93706","10905","11085","5"
"93707","10905","11191","5"
"93708","10905","11190","5"
"93709","10905","11047","5"
"93711","10905","10906","3"
"93712","10905","10907","3"
"93713","10905","15453","3"
"93714","10905","15454","3"
"268378","15544","15545","4"
"354924","11601","11604","5"
"614238","13880","13762","4"
"614239","13880","14816","4"
"614834","14816","13762","8"
"614835","14816","13880","4"
"614836","14816","14049","4"
"614837","14816","14050","4"
"614838","14816","14047","4"
"614839","14816","13853","4"
"614840","14816","13759","4"
"614841","14816","14058","4"
"614842","14816","11348","4"
"614843","14816","16090","4"
"1141299","10318","14200","2"
"1141300","10318","14202","2"
"1141301","10318","14201","2"
"1141302","10318","15380","2"
"1141303","10318","16574","2"
"1141304","10318","16573","2"
"1141305","10318","16572","2"
"1141306","10318","16566","2"
"1141307","10318","11106","2"
"1488494","6106","14288","3"
"1488495","6106","6086","3"
"1488497","6106","10498","3"
"1488502","10498","14288","3"
"1488503","10498","6086","3"
"1488504","10498","6106","3"
"2312060","10375","15390","4"
"2312061","10375","11015","4"
"2312062","10375","11076","4"
"2312063","10375","11300","4"
"2312064","10375","6206","4"
"2312065","10375","15441","4"
"2312066","10375","11115","4"
"2312067","10375","6338","4"
"2312068","10375","16643","4"
"2312069","10375","16297","4"
"2312071","10375","15409","4"
"3552239","14928","14027","3"
"3552240","14928","14918","6"
"3552241","14928","14910","3"
"3552242","14928","14913","3"
"3552243","14928","14916","3"
"3552244","14928","14912","3"
"3552245","14928","14915","3"
"3552246","14928","14919","3"
"3552247","14928","14917","3"
"3552248","14928","14911","3"
"3552249","14928","14914","3"
"3552250","14928","6310","3"
"3994737","16569","16568","3"
"4439866","11932","15557","3"
"4439867","11932","10289","4"
"4439868","11932","14056","4"
"4439869","11932","13754","3"
"4439870","11932","13755","3"
"4439871","11932","13756","3"
"4439872","11932","13753","3"
"4439873","11932","13751","3"
"4439874","11932","16721","3"
"4704929","15373","16632","3"
"5058081","16724","14020","2"
"5323524","11110","14325","3"
"5324115","10488","16602","3"
"5412336","10019","6198","3"
"5412337","10019","16711","3"
"5412338","10019","10020","3"
"5412339","10020","6198","3"
"5412340","10020","16711","3"
"5412341","10020","10019","3"
"5608593","10487","10484","3"
"6141351","15066","15006","4"
"6141352","15066","15003","4"
"6525458","11741","11740","4"
"6525459","11741","11717","4"
"6525460","11741","11593","4"
"6525461","11740","11741","4"
"6525462","11740","11717","4"
"6525463","11740","11593","4"
"6615302","13798","13856","3"
"6615303","13798","15335","3"
"6615304","13798","15326","3"
"6615305","13798","15329","3"
"6615306","13798","15333","3"
"6615307","13798","14128","3"
"6704097","11563","11579","3"
"7147657","11944","13893","3"
"7415282","10163","16632","4"
"7592961","14053","15550","4"
"7592962","14053","14054","3"
"7592963","14053","14052","3"
"7592964","14054","14053","3"
"7592965","14054","14052","3"
"7592966","14052","14053","3"
"7592967","14052","14054","3"
"7770703","11273","15459","3"
"7770704","11273","6284","3"
"8037365","16640","15375","3"
"8037366","16640","15376","3"
"8126376","13996","13898","3"
"8304297","5985","15337","3"
"8304298","5985","15326","3"
"8304299","5985","15329","3"
"8304300","5985","15333","3"
"8304301","5985","15331","3"
"8304302","5985","13751","3"
"8304303","5985","13755","3"
"8304304","5985","13943","3"
"8304305","5985","5988","3"
"8304306","5985","5987","3"
"8749573","16749","16752","3"
"8749574","16749","16750","3"
"9199995","6305","6219","3"
"9199996","6305","14137","3"
"9646703","11936","16726","3"
"9915289","14668","14652","3"
"9915290","14668","14655","3"
"9915291","14668","14660","3"
"9915292","14668","14658","3"
"9915293","14668","14654","3"
"9915294","14668","14657","3"
"9915295","14668","14661","3"
"10006508","16776","16767","3"
"10006509","16776","16768","3"
"10006510","16776","16769","3"
"10006511","16776","16770","3"
"10006512","16776","13975","3"
"10930086","10304","10588","3"
"10930087","10588","10304","3"
"11114633","6286","6265","3"
"11206699","15414","15398","4"
"11206700","15414","15400","4"
"11206701","15414","15416","4"
"11206702","15414","15417","4"
"11206703","15414","11223","4"
"11206704","15414","11725","4"
"11206705","15414","11320","4"
"11206706","15414","11227","4"
"11760044","14032","13896","3"
"12037169","15478","16662","4"
"12037170","15478","16659","4"
"12037171","15478","16660","4"
"12313543","14981","14965","5"
"12313544","14981","14968","5"
"12313545","14981","14972","5"
"12313546","14981","14971","5"
"12313547","14981","14967","5"
"12313548","14981","14970","5"
"12313549","14981","14966","5"
"12313550","14981","14969","5"
"12313551","14981","13881","3"
"12313552","14981","14334","3"
"12314069","11325","11702","3"
"12314070","11325","11589","3"
