"Perform following actions","A következő műveletek végrehajtása"
"by","által"
"ALL","ÖSSZES"
"NOT MATCHING ALL","ÖSSZES NEM TELJESÜL"
"MATCHING ALL","ÖSSZES TELJESÜL"
"Invalid discount amount.","Érvénytelen engedmény mennyiség."
"ANY","BÁRMELY"
"NOT MATCHING ANY","BÁRMELY NEM TELJESÜL"
"MATCHING ANY","BÁRMELY TELJESÜL"
"equals or less than","egyenlő vagy kevesebb mint"
"equals or greater than","egyenlő vagy nagyobb mint"
"is","egyezik"
"is one of","egyike"
"Apply","Elfogad"
"Remove","Eltávolít"
"If %s of these conditions are %s:","Ha %s ezen feltétel %s:"
"FALSE","HAMIS"
"Add","Hozzáad"
"to","ig"
"TRUE","IGAZ"
"less than","kevesebb mint"
"Start at: %s","Kezdés: %s"
"Description: %s","Leírás: %s"
"Expire at: %s","Lejárat: %s"
"greater than","nagyobb mint"
"Name: %s","Név: %s"
"is not","nem egyezik"
"is not one of","nem egyike"
"does not contain","nem tartalmazza"
"contains","tartalmazza"
"Please choose a condition to add...","Válasszon a következő feltételek közül..."
"Please choose an action to add...","Válasszon a következő műveletek közül..."
"Open Chooser","Választó megnyitása"
