"Failure history lifetime","Durée de l'historique des échecs"
"Success history lifetime","Durée de l'historique des réussites"
"Weekly","Hebdomadaire"
"Unable to save Cron expression","Impossible de sauvegarder l'expression Cron"
"Missed if not run within","Manqué si non exécuté dans les"
"Monthly","Mensuel"
"Schedule ahead for","Planifié en avance de"
"Daily","Quotidien"
