"Cron (Scheduled Tasks) - all the times are in minutes","Cron (Scheduled Tasks) - i minutter"
"Daily","Daglig"
"Missed if not run within","Droppet hvis ikke kjørt innen"
"No callbacks found","Fant ingen"
"For correct URLs generated during cron runs please make sure that Web > Secure and Unsecure Base URLs are explicitly set.","For correct URLs generated during cron runs please make sure that Web > Secure and Unsecure Base URLs are explicitly set"
"Too late for the schedule","For send for timeplanen"
"Generate schedules every","Generer timeplan hver"
"Invalid model/method definition, expecting ""model/class::method"".","Invalid model/method definition. Expecting ""model/class::method""."
"Unable to save Cron expression","Kunne ikke lagre planlagt oppgave"
"Monthly","Månedlig"
"Schedule ahead for","Planlegg fremover for"
"History cleanup every","Rydd opp i historie hver"
"Invalid callback: %s::%s does not exist","Ugyldig: %s::%s eksisterer ikke"
"Weekly","Ukentlig"
"Unknown error","Ukjent feil"
"Failure history lifetime","Varighet feilhistorikk"
"Success history lifetime","Varighet suksesshistorikk"
